H1,H2,H3,H4,H5,H6,H7,H8,S1,S2,S3,S4,S5,S6,S7,S8,V1,V2,V3,V4,V5,V6,V7,V8,LabelName
0,0,1183,9735,0,0,0,0,703,850,156,383,3204,2731,1192,1699,461,1256,457,505,282,159,708,7090,Internet
0,0,3270,9633,435,0,0,0,1592,2460,1495,1308,413,889,1640,3541,418,2849,1019,209,107,250,1230,7256,Camara
0,0,1265,10175,0,0,0,0,395,239,158,55,124,124,807,9538,89,983,407,435,246,101,350,8829,Musica
0,0,8330,5578,0,0,0,0,176,303,421,186,460,930,1388,10044,623,2042,1440,286,100,237,532,8648,S_Voice
206,1162,5192,9669,273,262,0,0,10728,947,543,160,614,1382,1081,1309,1755,2326,257,137,52,176,287,11774,Ferramentas
2740,1586,2668,4548,549,563,0,0,375,2084,514,1423,2783,1147,696,3632,2629,1868,132,60,113,461,2212,5179,Chrome
0,0,4013,11980,7,0,0,0,10697,684,738,1262,513,1189,434,483,0,1252,1486,740,406,468,176,11472,S_Planner
0,0,0,3274,10173,0,0,0,960,56,149,2362,4847,1697,1164,2212,1342,989,541,459,216,219,580,9101,Video
0,0,1600,11380,0,0,0,0,1517,371,179,75,187,628,913,9110,336,1273,1043,531,228,207,433,8929,Definicoes
0,0,8435,7508,17,0,0,0,7545,2322,282,203,360,793,2193,2262,1273,3479,361,189,238,178,140,10102,Relogio
6,4390,1482,6332,0,0,0,0,538,4132,338,406,225,713,1273,4585,1541,1377,394,217,158,110,384,8029,Galeria
0,0,10729,7758,0,0,0,0,5680,3674,397,793,1495,893,382,5173,540,2069,1873,278,119,125,778,12705,Gestor_Inteligente
1701,0,0,5728,1447,6568,0,0,3392,276,1353,6585,2514,777,387,160,0,1137,2732,921,211,149,715,9579,Galaxy_Store
0,0,3976,8105,3,0,0,0,8039,598,543,1382,582,350,260,330,0,282,1916,479,172,351,137,8747,S_Planner
191,1062,3733,11112,228,174,0,0,9549,1019,295,520,1383,1761,1293,680,539,3896,1145,135,43,139,267,10336,Ferramentas
0,12,9446,2086,0,0,0,0,394,229,186,143,237,839,823,8693,1092,1664,353,106,57,234,3298,4740,Telefone
0,0,749,12131,0,0,0,0,1202,557,197,2266,3310,2185,1689,1474,21,2583,1128,659,208,145,790,7346,Internet
0,0,4238,9332,0,0,0,0,459,248,268,458,580,443,1218,9896,131,1988,900,639,229,88,375,9220,Musica
0,0,8317,4113,0,0,0,0,214,297,453,242,338,755,760,9371,0,1369,1512,335,148,247,496,8323,S_Voice
8685,37,345,2423,226,492,0,0,1640,370,1454,6271,895,589,294,695,1810,1058,246,86,42,95,532,8339,Contactos
0,0,1156,10935,0,0,0,0,1343,336,153,75,38,119,1125,8902,66,2256,599,433,239,226,401,7871,Definicoes
2376,1586,2582,4264,499,681,0,0,433,2051,680,1955,1976,966,542,3385,815,3190,259,74,69,393,2139,5049,Chrome
123,5301,2388,5640,0,0,0,0,2391,3116,420,506,286,486,1214,5033,1587,1274,448,256,160,144,409,9174,Galeria
0,0,2593,9951,450,1,0,0,3281,1906,1525,741,1034,573,1529,2406,193,1855,1502,233,126,254,1102,7730,Camara
0,0,6426,5886,0,0,0,0,6225,1815,229,369,650,567,1146,1311,320,2276,859,211,170,135,114,8227,Relogio
83,0,2682,6851,620,2194,0,0,6654,606,651,1598,694,402,890,935,0,1478,1449,263,66,235,1274,7665,Email
0,0,3831,11037,7,0,0,0,9177,497,400,1519,867,1033,828,554,0,1370,2871,394,112,237,242,9649,Radio
826,368,8139,5165,58,60,0,0,1334,1440,1094,1026,400,599,1565,7158,1803,1611,413,171,51,120,860,9587,S_Health
4986,4096,1563,2208,98,153,0,0,3721,3520,3788,520,493,259,192,611,1444,728,245,97,59,66,170,10295,Mensagem
0,0,0,2449,11357,0,0,0,1027,79,1564,4396,3295,499,1263,1683,627,1513,691,408,178,245,533,9611,Video
0,0,9160,1140,0,0,0,0,33,174,291,449,392,416,555,7990,34,1003,883,51,39,208,1042,7040,Calculadora
0,0,8667,6217,0,0,0,0,5109,2380,343,405,928,1374,602,3743,0,1685,1998,216,78,126,647,10134,Gestor_Inteligente
1741,0,58,4696,1082,5191,0,0,2723,274,1088,5190,2240,688,244,321,16,1919,2095,288,75,117,648,7610,Galaxy_Store
0,0,11118,2922,0,0,0,0,43,202,352,208,473,1310,1331,10121,156,3516,468,70,40,247,1831,7712,Calculadora
0,0,0,2183,13433,0,0,0,1232,84,662,5853,4699,847,575,1664,517,1157,934,546,250,246,666,11300,Video
0,0,9890,5350,0,0,0,0,329,360,395,207,486,770,1298,11395,0,2132,2089,259,107,252,582,9819,S_Voice
0,0,4314,11055,6,0,0,0,9881,792,1166,1665,406,557,370,538,7,799,2424,584,191,423,165,10782,S_Planner
0,0,8343,8421,0,0,0,0,7238,2581,602,559,787,1530,1772,1695,1013,3771,992,399,247,168,120,10054,Relogio
0,0,4489,10761,0,0,0,0,559,297,151,593,814,544,828,11464,30,2202,960,523,230,115,415,10775,Musica
0,0,3158,12254,569,9,0,0,3225,2418,1784,730,793,1485,2267,3288,302,4022,776,222,114,243,1380,8931,Camara
0,0,1385,12067,0,0,0,0,1071,916,160,1322,4360,3110,1374,1139,0,2066,860,770,195,125,831,8605,Internet
6053,4578,2053,4835,160,252,0,0,4465,4218,4919,1287,1407,458,316,861,4740,523,218,115,100,145,209,11881,Mensagem
1072,434,9773,5673,115,93,0,0,1541,1458,1349,1066,901,563,1298,8984,2352,1549,364,161,75,118,875,11666,S_Health
695,0,3515,9051,443,2421,0,0,7987,678,477,1577,1154,1109,2195,948,45,3638,1218,170,43,275,1325,9411,Email
74,6099,2607,7349,0,0,0,0,2109,4134,534,507,338,806,1503,6198,2363,1578,449,314,195,159,483,10588,Galeria
0,35,11120,2651,0,0,0,0,93,540,269,296,328,356,840,11084,2588,1151,458,96,68,326,4679,4440,Telefone
0,0,3502,13774,412,0,0,0,10935,625,392,1166,1556,1271,1235,508,0,3548,1873,226,80,259,329,11373,Radio
0,0,10488,6672,0,0,0,0,6720,2673,442,617,766,735,572,4635,6,1287,1789,303,109,116,754,12796,Gestor_Inteligente
2160,0,16,5179,1065,6428,0,0,3401,534,1701,6179,1767,818,324,124,0,1363,2459,445,173,135,682,9591,Galaxy_Store
270,1331,4617,11363,187,184,0,0,11628,1223,539,455,1005,1681,873,548,419,3814,372,149,58,162,299,12679,Ferramentas
9862,18,1218,3370,284,498,0,0,1966,398,1845,5605,2601,1193,775,867,3663,890,221,122,73,164,935,9182,Contactos
3042,1905,3039,4702,468,767,0,0,484,2447,446,1886,2130,1869,638,4023,2162,2414,169,77,114,428,2509,6050,Chrome
0,0,1568,12568,0,0,0,0,1602,394,196,79,70,162,1318,10315,31,2540,716,520,197,216,458,9458,Definicoes
43,6094,2476,7136,1,0,0,0,2318,3877,405,451,306,971,1376,6046,2020,1592,433,307,207,155,476,10560,Galeria
1,0,3165,11233,600,5,0,0,3369,2253,1917,716,681,1219,1917,2932,264,3280,597,227,132,231,1364,8909,Camara
2091,0,28,6394,1257,6466,0,0,3385,512,2125,6909,2157,712,286,150,0,2035,3229,427,146,135,703,9561,Galaxy_Store
0,0,8649,7399,0,0,0,0,7559,2285,509,458,440,948,2003,1846,759,3471,808,381,239,179,131,10080,Relogio
0,0,4436,10196,0,0,0,0,552,282,171,528,761,395,721,11222,18,1817,801,503,229,98,407,10759,Musica
0,0,1430,12722,0,0,0,0,1630,387,171,92,93,208,1241,10330,6,2537,701,525,222,224,451,9486,Definicoes
9612,15,944,2099,286,499,0,0,1969,427,1713,5673,1900,655,448,670,2116,708,198,110,78,149,881,9215,Contactos
0,4,10914,4195,0,0,0,0,148,492,362,374,539,691,1068,11439,3080,1681,753,73,79,351,4673,4423,Telefone
0,0,0,3422,13870,0,0,0,1232,76,652,6204,5180,1352,708,1888,945,1985,1336,543,251,250,655,11327,Video
0,0,9859,4181,0,0,0,0,269,429,442,188,447,474,1031,10760,0,1209,1847,240,117,244,606,9777,S_Voice
0,0,11062,2390,0,0,0,0,49,205,352,212,428,1011,1137,10058,184,2915,451,53,47,218,2019,7565,Calculadora
267,1375,4423,12946,275,172,0,0,11633,1191,624,454,1555,2331,1103,567,574,5135,376,157,56,158,317,12685,Ferramentas
5813,4618,1982,3968,217,277,0,0,4456,4176,4946,1137,772,376,263,749,3636,555,224,113,102,126,242,11877,Mensagem
1066,425,9796,5412,101,96,0,0,1571,1506,1311,1106,809,696,1037,8860,2137,1510,350,159,57,93,915,11675,S_Health
0,0,1407,12163,0,0,0,0,1152,866,144,1480,4564,2977,1207,1180,0,2083,968,757,192,141,832,8597,Internet
0,0,4286,11460,4,0,0,0,9871,781,1093,1612,607,728,423,635,5,1121,2487,592,207,406,184,10748,S_Planner
0,0,3285,14269,393,0,0,0,10913,633,294,1444,1552,1316,1186,609,0,3648,2050,222,94,247,323,11363,Radio
662,0,3822,8662,458,2425,0,0,7983,667,426,1645,1142,893,2288,985,2,3559,1255,160,63,292,1285,9413,Email
2998,1888,2976,4984,521,794,0,0,514,2460,372,2108,2505,1579,608,4015,2248,2569,181,88,105,428,2496,6046,Chrome
0,0,10381,8379,0,0,0,0,6630,2791,415,748,1091,1392,766,4927,3,2302,2354,292,132,118,735,12824,Gestor_Inteligente
0,0,0,15093,0,0,0,0,0,0,0,1694,471,550,1105,11273,1514,1697,696,422,325,343,1339,8757,Definicoes
0,0,0,4967,11929,0,0,0,0,41,1287,1151,1456,4221,6405,2335,930,1971,934,440,172,137,1243,11069,Video
0,0,11323,4293,0,0,0,0,0,0,0,128,739,2567,1564,10618,917,4123,209,334,878,8260,384,511,Calculadora
0,0,73,19661,0,0,0,0,27,62,487,9343,1797,1676,1004,5338,353,4245,963,185,92,318,5061,8517,Gestor_Inteligente
1583,0,0,7299,1335,6167,0,0,0,1110,4221,3988,5602,1158,208,97,115,2971,2434,182,236,1316,6016,3114,Galaxy_Store
0,0,484,15512,0,0,0,0,0,1,3036,9374,1273,761,514,1037,101,1331,2334,276,374,466,1029,10085,S_Planner
0,0,0,15960,0,0,0,0,0,0,348,10161,976,794,962,2719,1984,1973,853,218,258,253,2326,8095,Relogio
404,578,439,17969,265,85,0,0,1686,1401,10851,605,373,745,1646,2433,914,3406,605,282,167,1645,6860,5861,Ferramentas
0,5902,1003,8845,0,0,0,0,0,1090,5070,354,764,1214,1246,6012,2446,1430,359,227,216,3692,3406,3974,Galeria
0,0,15,14741,0,0,0,0,0,0,2,374,927,891,718,11844,379,1969,855,239,328,566,4181,6239,S_Voice
4086,217,2597,6218,285,1117,0,0,229,789,2417,1217,2583,884,1685,4716,3617,1231,215,551,2291,3900,1263,1452,Chrome
1233,195,2520,13844,19,5,0,0,191,306,689,2745,1357,1308,1452,9768,2598,1676,303,153,214,2804,2943,7125,S_Health
0,0,0,12731,1120,2149,0,0,0,1456,3087,6166,974,763,1383,2171,818,2705,705,168,724,2724,3072,5084,Email
0,0,0,17108,44,0,0,0,0,11,10046,2095,695,1144,1421,1740,49,2454,1730,314,146,251,1412,10796,Radio
0,80,9849,4833,0,0,0,0,0,0,36,610,1176,754,1329,10857,3350,1535,286,148,3332,5222,162,727,Telefone
9072,0,13,4139,235,341,0,0,338,638,1383,5119,3906,698,678,1040,3042,307,90,95,788,7803,534,1141,Contactos
5986,3102,729,6931,92,59,0,0,714,2575,8572,3185,870,420,148,415,2060,2108,308,192,416,7880,1283,2652,Mensagem
0,0,0,13924,0,0,0,0,0,0,5,1636,1072,3921,5230,2060,173,2694,690,420,206,250,1702,7789,Internet
0,0,0,14889,363,0,0,0,0,0,565,6960,1039,869,1037,4782,1289,2305,577,238,504,1383,4593,4363,Camara
0,0,0,16002,0,0,0,0,0,0,309,507,370,604,1033,13179,1370,1540,835,442,290,242,881,10402,Musica
0,0,1040,12136,0,0,0,0,1131,666,168,1651,3846,2671,1900,1143,72,1840,1511,834,200,151,770,7798,Internet
915,309,8592,5137,81,86,0,0,1351,1247,1317,1136,1025,1008,987,7049,507,2107,941,193,84,97,922,10269,S_Health
2360,1600,2721,4737,418,814,0,0,409,2195,580,2223,1160,1024,1150,3909,205,3405,796,77,113,454,2266,5334,Chrome
0,0,6425,8207,0,0,0,0,8334,953,670,3138,707,276,175,379,0,77,3622,751,188,391,135,9468,S_Planner
0,0,9838,3133,0,0,0,0,309,328,263,310,414,956,1118,9273,953,2603,627,115,54,304,4070,4245,Telefone
0,0,9815,2945,0,0,0,0,33,165,324,179,375,540,1437,9707,606,2747,435,53,49,264,2554,6052,Calculadora
278,1039,5723,9133,93,240,0,0,10242,1361,334,596,868,859,1388,858,13,3065,1281,292,246,158,309,11142,Ferramentas
1654,0,0,4263,1279,5791,0,0,2938,185,558,4260,3397,951,306,392,5,2149,1343,285,106,135,653,8311,Galaxy_Store
0,0,8503,5349,8,0,0,0,1888,6856,371,542,505,718,1239,1741,750,2306,1030,300,285,216,108,8865,Relogio
0,0,1459,11639,0,0,0,0,1288,465,184,78,49,107,960,9967,441,2369,509,442,244,219,430,8444,Definicoes
0,0,10267,5605,0,0,0,0,3370,4668,427,446,1103,1135,582,4141,2,1349,2292,255,100,122,656,11096,Gestor_Inteligente
156,0,4348,5972,747,2208,0,0,6645,1051,700,1703,1007,478,1064,783,0,1706,1357,456,83,329,1248,8252,Email
0,0,5152,9724,7,0,0,0,9598,607,242,1881,403,359,887,906,0,1214,2505,403,111,263,339,10048,Radio
0,0,8195,7027,0,0,0,0,248,282,400,187,676,612,901,11916,125,3026,2008,319,120,213,546,8865,S_Voice
0,0,0,3726,11403,0,0,0,1068,70,268,4142,4825,1383,1364,2009,1000,1879,666,377,215,247,595,10150,Video
8727,18,455,3960,420,577,0,0,1713,338,1486,6795,1236,1444,511,634,2546,1815,329,79,39,120,602,8627,Contactos
114,5432,2192,7506,1,1,0,0,1455,4361,427,416,548,999,1766,5274,689,3417,488,338,174,142,411,9587,Galeria
5753,3870,1326,3009,147,173,0,0,3885,3684,4056,639,714,582,194,524,2095,791,201,126,68,59,200,10738,Mensagem
0,0,2527,11169,509,3,0,0,2923,2282,1744,527,996,1182,1531,3023,314,2055,1911,244,119,264,1210,8091,Camara
0,0,2802,11238,0,0,0,0,493,256,144,54,62,107,1106,11818,1,2229,696,634,263,98,372,9747,Musica
0,0,677,20201,0,0,0,0,0,0,1810,9470,1809,1818,791,5180,897,2944,1646,304,200,330,2507,12050,Gestor_Inteligente
4728,203,2583,5621,552,1197,0,0,140,555,2837,1973,3657,921,846,3955,4081,1017,230,266,2496,2031,3121,1642,Chrome
1326,263,3034,13796,163,48,0,0,135,271,1121,2898,1272,1327,1915,9691,3817,1114,204,131,186,1881,3216,8081,S_Health
0,0,0,16728,0,0,0,0,0,28,922,10354,724,835,1612,2253,2093,1968,751,428,242,332,518,10396,Relogio
0,0,4,16400,108,0,0,0,0,7,593,884,834,1075,874,12245,2266,1718,614,254,175,192,752,10541,Musica
0,0,0,13750,0,0,0,0,0,0,20,1812,1609,4509,4358,1442,295,2378,783,336,178,239,1174,8367,Internet
6142,3999,855,7593,126,161,0,0,889,2258,9685,3495,817,520,400,812,5828,355,160,172,654,7255,1964,2488,Mensagem
9474,5,25,4170,237,369,0,0,467,643,1400,5411,3840,635,602,1282,2710,854,276,166,808,7804,425,1237,Contactos
0,38,10291,3586,0,0,0,0,0,2,68,151,774,539,1146,11235,3573,407,318,223,1804,6096,745,749,Telefone
0,0,0,4013,12871,0,0,0,5,146,1369,296,517,4829,6579,3143,1666,1489,542,258,250,360,959,11360,Video
0,0,11518,3476,0,0,0,0,0,0,0,230,454,2002,1800,10508,606,3912,168,140,391,6378,2664,735,Calculadora
0,0,484,16774,32,0,0,0,0,42,291,759,1207,1619,1607,11765,846,4304,855,171,107,208,1204,9595,S_Voice
0,0,0,17746,338,0,0,0,0,30,11872,1278,1259,1660,1216,769,1409,3369,284,120,106,208,1013,11575,Radio
276,0,0,13482,960,2181,0,0,0,1356,4769,4495,1697,1544,1918,1120,1642,2978,337,123,511,1724,1799,7785,Email
0,0,0,14671,457,0,0,0,0,10,683,7595,915,1165,1368,3392,1068,2468,387,300,425,918,3685,5877,Camara
31,5973,1080,8290,1,0,0,0,64,1131,5512,492,744,877,752,5803,2700,718,363,237,380,1473,5673,3831,Galeria
608,445,176,18431,206,156,0,0,420,1719,12213,1093,595,1840,1119,1023,2652,2814,212,115,173,1572,4329,8155,Ferramentas
0,0,635,16510,0,0,0,0,0,13,8141,6379,1126,462,341,683,19,1038,2961,489,406,510,596,11126,S_Planner
1581,0,0,6928,1344,7135,0,0,10,2048,5065,3932,5187,698,44,4,0,1903,3212,418,315,1030,6696,3414,Galaxy_Store
0,0,12,14268,0,0,0,0,0,0,15,1947,295,232,929,10862,1088,1416,565,343,171,188,828,9681,Definicoes
2479,2294,3662,5596,207,645,0,0,441,2948,1063,2665,855,1087,1537,4287,139,2291,2169,335,147,780,4426,4596,Chrome
0,0,2404,12444,0,0,0,0,0,1405,728,266,405,144,1119,10781,0,1197,1460,801,345,219,567,10259,Definicoes
680,703,11205,5448,34,18,0,0,248,2111,1429,1173,837,1496,1405,9389,247,2027,1468,398,107,171,1621,12049,S_Health
0,0,9162,5967,0,0,0,0,162,211,496,635,468,350,692,12115,0,417,1447,969,480,355,715,10746,S_Voice
0,0,12152,6208,0,0,0,0,1666,8656,3066,2918,932,372,250,500,0,3,517,4419,1217,585,210,11409,S_Planner
0,0,790,5350,13040,0,0,0,1311,98,1232,5174,5226,2959,1841,1339,109,2066,2370,946,240,161,857,12431,Video
0,0,12195,3263,0,0,0,0,0,75,209,461,584,1826,1170,11133,0,590,3406,712,136,236,5540,4838,Calculadora
0,0,1202,15430,0,0,0,0,418,321,332,603,366,452,1263,12877,0,713,1856,1075,558,157,437,11836,Musica
0,0,4885,11137,353,0,0,0,115,3256,2274,2804,1206,1839,1765,3116,0,687,3279,720,205,239,1659,9586,Camara
0,0,2056,13372,0,0,0,0,0,1408,639,167,1671,6484,3670,1389,0,188,2763,1427,583,205,867,9395,Internet
3971,5837,5671,3508,22,31,0,0,4620,4917,6691,1534,739,426,89,24,144,1615,2091,1828,81,85,1150,12046,Mensagem
0,6077,2175,9972,0,0,0,0,2,6441,398,575,1466,2319,1083,5940,2,2220,2623,918,244,156,496,11565,Galeria
9791,99,1978,2600,125,167,0,0,769,2473,4248,5365,738,723,386,58,347,2169,819,243,72,559,8320,2231,Contactos
0,3,11519,3603,0,0,0,0,0,144,652,532,358,849,1553,11037,437,2731,1063,580,83,550,7210,2471,Telefone
2132,0,2654,4301,943,5970,0,0,2830,1227,2267,6574,2445,574,75,8,0,307,2746,1691,137,278,1264,9577,Galaxy_Store
0,0,12312,5912,0,0,0,0,1953,10024,739,2067,710,669,901,1161,0,3,1194,3104,756,239,658,12270,Radio
0,0,13704,6034,0,0,0,0,916,4510,5555,1422,953,1062,706,4614,0,250,1782,2108,243,125,774,14456,Gestor_Inteligente
11,1115,11988,7889,94,210,0,0,2024,11565,976,1463,976,1467,1850,986,0,537,3992,1976,588,295,323,13596,Ferramentas
0,0,10543,6457,0,0,0,0,0,1367,9481,1074,958,651,1569,1900,0,2255,1580,1177,893,211,238,10646,Relogio
126,0,7593,6454,1080,2162,0,0,1047,7005,2798,2111,967,1368,1052,1067,0,69,2808,2120,480,931,1717,9290,Email
10768,102,1961,2049,88,136,0,0,715,1238,2493,4620,4559,433,241,805,2451,847,433,109,148,842,8412,1862,Contactos
6019,4793,6292,1056,20,36,0,0,1753,5801,8228,1329,447,264,206,188,871,1063,2441,248,205,294,5013,8081,Mensagem
0,0,1639,13982,0,0,0,0,0,518,1526,705,3226,5087,3097,1462,2821,1408,547,357,184,121,771,9412,Internet
0,0,3145,12919,552,0,0,0,10,2564,3502,3376,2078,1232,1193,2661,1947,2006,1013,210,124,653,2221,8442,Camara
4,0,1185,15372,58,6,0,0,44,700,578,398,272,356,1342,12935,381,2227,900,646,224,93,431,11723,Musica
0,0,12026,7009,0,0,0,0,775,1776,8510,932,943,885,517,4697,83,1189,1843,507,158,151,831,14273,Gestor_Inteligente
4646,1113,3514,4873,191,419,0,0,398,1086,2806,1358,2730,1011,1078,4289,1990,2196,714,86,244,2067,3732,3727,Chrome
0,0,8076,9402,701,125,0,0,5,633,11292,2306,1741,786,433,1108,4468,2290,244,279,181,187,221,10434,Relogio
114,1193,7406,10062,81,184,0,0,1087,11737,2279,761,735,1383,601,457,60,2530,1557,559,230,381,778,12945,Ferramentas
0,0,1033,2123,13744,0,0,0,423,1289,345,413,5068,5558,2251,1553,949,1062,829,395,187,136,658,12684,Video
122,167,11961,2057,28,29,0,0,141,192,365,499,869,1068,886,10344,2481,1178,146,57,75,715,8667,1045,Calculadora
0,0,6962,7800,0,0,0,0,0,337,749,865,286,223,641,11661,310,1369,1078,455,165,256,695,10434,S_Voice
0,0,11356,8344,20,0,0,0,420,11454,3437,874,636,1012,996,891,0,1464,2756,1948,328,350,852,12022,Radio
1143,0,6594,6677,724,1620,0,0,852,6221,3621,1603,1467,491,1247,1256,530,2486,1044,935,159,993,1756,8855,Email
2557,1,2959,3269,793,6296,0,0,871,3713,1233,4716,3780,1244,226,92,23,2475,1774,453,135,361,2697,7957,Galaxy_Store
1096,495,10427,6487,55,66,0,0,234,1438,2086,1467,1213,1356,1255,9577,2327,1715,634,159,76,173,2514,11028,S_Health
0,0,11931,3063,0,0,0,0,15,8286,4600,850,422,213,168,440,0,98,1368,1303,311,547,142,11225,S_Planner
11,83,12806,1686,50,4,0,0,44,170,800,1426,618,484,677,10421,3774,348,97,100,137,1834,7376,974,Telefone
0,0,2255,12739,0,0,0,0,0,153,1934,165,600,1129,1431,9582,2083,1275,375,354,163,174,533,10037,Definicoes
0,6836,1984,9356,0,0,0,0,2,952,6174,986,1828,1128,1045,6061,1178,3504,762,279,208,210,649,11386,Galeria
1066,0,6800,6974,705,1727,0,0,972,8103,1855,1980,1991,1489,454,428,0,1644,2552,1304,151,921,1809,8891,Email
0,0,12027,3703,0,0,0,0,93,11262,2704,801,269,158,110,333,0,33,1449,1977,350,541,131,11249,S_Planner
2528,0,3065,4821,842,6433,0,0,1248,4644,2036,5172,3318,1106,140,25,2,2338,2807,1340,159,347,1817,8879,Galaxy_Store
1205,421,10526,6733,83,75,0,0,321,1871,2288,1549,1509,1733,1167,8605,1013,2946,1121,165,90,172,2357,11179,S_Health
0,0,12487,7088,0,0,0,0,714,3841,7185,1156,1200,659,359,4461,4,1127,2440,665,172,167,848,14152,Gestor_Inteligente
0,0,2439,12654,0,0,0,0,0,1019,1261,232,193,540,1850,9998,3,2764,948,431,182,187,511,10067,Definicoes
5031,543,3493,4759,205,609,0,0,476,1116,3105,1411,2686,1115,782,3949,308,3264,1195,109,224,1678,3590,4272,Chrome
0,0,11200,8256,4,0,0,0,413,12487,2642,769,914,1259,405,571,0,901,2643,2479,314,357,806,11960,Radio
0,0,7710,7394,0,0,0,0,18,531,961,651,387,281,1020,11255,104,1483,1075,863,186,288,683,10422,S_Voice
0,0,12762,1506,0,0,0,0,0,20,358,526,1563,713,878,10210,18,2124,1407,228,72,518,8514,1387,Calculadora
0,0,1144,2046,13967,0,0,0,788,1188,332,596,5557,6461,1099,1136,686,1025,1330,420,203,140,641,12712,Video
6492,4266,5577,631,11,41,0,0,2596,4442,7759,1693,217,157,80,74,240,1130,1650,434,215,252,3583,9514,Mensagem
0,0,1877,14015,0,0,0,0,0,1352,704,1107,5792,5463,844,630,0,1701,2771,830,260,132,776,9422,Internet
0,0,3471,11952,573,0,0,0,21,3826,3597,2134,1022,1811,1594,1991,6,2478,1791,269,125,643,2200,8484,Camara
0,0,1083,15167,0,0,0,0,221,670,662,372,271,629,1173,12252,0,1835,1434,551,206,113,444,11667,Musica
0,21,12835,1664,0,0,0,0,0,116,789,365,564,972,1136,10578,1890,1631,327,318,153,1321,7795,1085,Telefone
10664,129,2180,1729,57,124,0,0,742,1645,1786,4894,4512,449,403,452,722,2027,639,211,146,719,8554,1865,Contactos
0,6804,1974,8766,0,0,0,0,0,967,6268,1233,1465,1190,644,5777,36,3696,1014,316,223,204,643,11412,Galeria
0,0,9121,7638,9,0,0,0,68,1807,10023,1051,818,1412,817,772,139,2934,1217,1188,428,244,165,10453,Relogio
545,818,7974,9990,86,183,0,0,1371,11828,2107,979,1685,1063,241,322,1,2740,1995,587,160,378,696,13039,Ferramentas
0,0,13823,1281,0,0,0,0,0,0,341,758,1596,879,582,10948,9,2507,1245,227,225,810,9054,1027,Calculadora
12,0,5706,9768,8,0,0,0,75,614,719,989,598,557,602,11340,0,972,1462,599,334,319,1124,10684,S_Voice
0,0,1202,13774,0,0,0,0,0,446,1570,857,4721,5572,884,926,1,1826,1566,707,292,185,684,9715,Internet
0,0,2356,15170,0,0,0,0,0,259,1955,656,460,1417,1719,11060,175,3771,1235,482,221,166,682,10794,Definicoes
0,0,1819,14541,515,0,0,0,0,2204,4806,2198,1293,1713,1559,3102,129,3288,1368,333,211,622,2432,8492,Camara
996,31,1108,16189,647,629,0,0,1997,1537,649,561,1072,762,571,12451,677,3649,1683,679,389,279,584,11660,Musica
5421,283,3420,5722,507,637,0,0,681,1369,4000,1936,2879,572,388,4165,3127,2323,150,178,469,2576,4317,2850,Chrome
0,0,4317,13825,74,0,0,0,99,1253,11648,1106,774,1219,1037,1080,746,2554,1750,809,354,274,337,11392,Relogio
50,0,6936,11346,448,532,0,0,410,13433,2594,929,472,459,433,582,0,1843,2173,1319,213,235,638,12891,Radio
265,0,3981,10966,676,2724,0,0,678,7740,3977,2021,1445,1068,605,1078,0,2651,2425,733,134,900,2118,9651,Email
985,409,3320,17387,1048,383,0,0,1500,13476,2067,1497,1855,1571,684,882,1944,5297,1066,186,77,283,1732,12947,Ferramentas
0,52,10485,9280,0,0,0,0,268,3529,8788,1121,686,362,331,4732,0,517,2872,444,127,140,983,14734,Gestor_Inteligente
0,6510,1357,7016,0,0,0,0,10,903,5893,697,655,566,566,5593,1112,1186,426,224,151,219,1057,10508,Galeria
7093,3352,4467,668,6,23,0,0,1685,3898,4866,3892,214,134,121,799,2098,431,155,55,83,347,7522,4918,Mensagem
0,0,12056,6302,0,0,0,0,70,12360,2941,1200,762,407,205,413,0,854,1936,2177,248,577,312,12254,S_Planner
2550,0,3015,3551,1076,6818,0,0,1153,4796,1739,4420,3485,1208,168,41,0,1685,2471,765,152,336,2473,9128,Galaxy_Store
291,0,646,4480,13763,548,0,0,451,1873,730,793,4057,8545,1734,1545,1714,1694,2130,570,270,113,618,12619,Video
1486,199,10380,6651,30,22,0,0,201,1541,1948,1455,1733,1457,889,9544,2752,1194,357,139,105,276,3175,10770,S_Health
0,115,13251,2258,0,0,0,0,0,213,1110,633,969,970,1122,10607,3022,1608,773,145,171,1782,7165,958,Telefone
9582,94,1376,2046,85,115,0,0,571,971,1827,3823,4768,510,235,593,1683,651,163,79,96,791,8057,1778,Contactos
0,0,792,17640,0,0,0,0,23,346,7380,5031,1390,2165,1209,888,1812,3860,1800,430,263,172,198,9897,Relogio
4136,446,2485,6379,516,675,0,0,2686,2055,2033,1562,2647,677,609,2368,547,2157,929,762,516,1514,3719,4493,Chrome
1207,333,8828,7057,205,58,0,0,167,1183,3004,1397,1955,1231,984,7767,680,2906,637,202,58,342,3384,9479,S_Health
0,0,3008,14282,0,0,0,0,56,10265,4742,1163,499,200,101,264,0,410,3405,1097,114,263,925,11076,Radio
773,0,648,11961,674,1916,0,0,526,3185,7230,2248,1722,588,195,278,0,1585,2302,757,262,1166,1530,8370,Email
0,0,12671,1589,0,0,0,0,0,0,556,776,1156,968,782,10022,812,3101,239,79,166,2081,6838,944,Telefone
10358,34,1488,3188,132,280,0,0,738,1532,2287,5163,4425,669,288,378,1305,2606,515,128,116,736,8290,1784,Contactos
