H1,H2,H3,H4,S1,S2,S3,S4,V1,V2,V3,V4,LabelName
5715,8402,1133,0,1645,4649,4440,4516,4680,357,3131,7082,Chrome
0,17946,1,0,12017,3830,1027,1073,817,3062,401,13667,Radio
11513,6275,708,0,3238,8392,5775,1091,6371,242,790,11093,Contactos
0,18084,0,0,12790,4020,748,526,285,4319,379,13101,Radio
677,14689,6,0,1733,2130,1022,10487,2566,1929,1136,9741,Telefone
7532,10284,6,0,1327,7575,1742,7178,3935,784,457,12646,Galeria
1639,17420,957,0,2335,4035,3317,10329,4467,1146,411,13992,S_Health
0,3797,14281,0,1582,799,10011,5686,2839,987,228,14024,Video
0,14640,0,0,437,1017,827,12359,931,1454,423,11832,S_Voice
2674,5871,6925,0,3893,4040,6887,650,2734,1415,621,10700,Galaxy_Store
547,14356,3049,0,4732,10345,2174,701,907,4718,1449,10878,Email
5503,8617,1009,0,1874,5381,3530,4344,3837,590,3089,7613,Chrome
0,18216,0,0,754,967,2171,14324,3253,1767,313,12883,Musica
0,15232,0,0,38,2361,922,11911,2520,1302,348,11062,Definicoes
12014,7758,248,0,6886,11462,730,942,5307,509,467,13737,Mensagem
0,13924,0,0,9,687,1442,11786,2547,319,985,10073,Calculadora
0,19176,0,0,1110,11056,2162,4848,2188,1617,211,15160,Gestor_Inteligente
1,13773,625,0,3252,6613,1121,3413,1393,913,1014,11079,Camara
0,16899,0,0,4528,10764,982,625,261,4113,891,11634,S_Planner
0,16625,0,0,439,11934,2249,2003,3462,1889,366,10908,Relogio
1310,21588,346,0,11861,6102,3654,1627,5483,3115,517,14129,Ferramentas
0,15494,0,0,1588,1644,10321,1941,1503,2684,498,10809,Internet
0,15498,0,0,594,1182,635,13087,1334,1968,412,11784,S_Voice
5220,9288,867,0,2331,4543,3944,4557,3485,852,3262,7776,Chrome
2166,17618,665,0,2604,3987,3119,10739,4440,1586,437,13986,S_Health
1366,18728,339,0,12887,4020,2277,1249,3511,2192,497,14233,Ferramentas
0,17802,0,0,624,12528,2624,2026,4538,1928,375,10961,Relogio
0,17556,0,0,6520,9514,957,565,411,4571,868,11706,S_Planner
0,14478,0,0,184,1618,1485,11191,2530,1217,2019,8712,Telefone
11168,4925,275,0,2989,7533,5123,723,4326,312,750,10980,Contactos
0,13860,0,0,1288,1380,9337,1855,651,2152,355,10702,Internet
0,18050,562,0,3587,7391,4003,3631,2610,3971,1008,11023,Camara
0,17680,0,0,758,1148,873,14901,2250,2236,407,12787,Musica
1,14249,0,0,18,801,1869,11562,2548,677,980,10045,Calculadora
27,3085,13788,0,1467,442,11477,3514,1798,948,186,13968,Video
741,12488,2896,0,5100,8760,1758,507,455,3316,1374,10980,Email
0,19600,0,0,14264,4210,660,466,507,5567,448,13078,Radio
0,15982,0,0,92,2398,1330,12162,3264,1288,366,11064,Definicoes
7,20713,0,0,1573,11820,2299,5028,3065,1979,227,15449,Gestor_Inteligente
2730,7595,7360,0,4901,4633,7506,645,4717,1568,614,10786,Galaxy_Store
11696,7282,62,0,6213,11302,920,605,4286,706,378,13670,Mensagem
7301,9860,0,0,979,7215,1995,6972,3217,1023,452,12469,Galeria
0,15240,0,0,41,2553,1005,11641,2251,1561,392,11036,Definicoes
1322,20249,329,0,11696,4997,3491,1716,4265,2937,516,14182,Ferramentas
0,15840,0,0,309,1493,839,13199,1660,1917,494,11769,S_Voice
0,16632,0,0,4995,10065,938,634,47,4025,883,11677,S_Planner
0,15312,0,0,6,1082,2109,12115,3065,1238,741,10268,Calculadora
2,5498,13805,0,1451,575,13427,3852,4015,1100,265,13925,Video
0,19008,0,0,12137,4240,1362,1269,1021,4505,415,13067,Radio
7077,9933,0,0,1206,6978,2005,6821,2916,1172,385,12537,Galeria
11047,4910,147,0,2400,9285,3870,549,3263,1144,770,10927,Contactos
1615,17838,147,0,2091,3812,3319,10378,4214,996,389,14001,S_Health
83,14395,0,0,32,1851,991,11604,2451,1289,1828,8910,Telefone
0,19740,0,0,2003,10646,2421,4670,2178,2147,239,15176,Gestor_Inteligente
0,16631,514,0,3089,6912,2862,4282,1698,3451,883,11113,Camara
750,13965,2821,0,4556,9264,2724,992,1337,3861,1325,11013,Email
2952,6753,6795,0,4703,5043,6453,301,3003,2098,569,10830,Galaxy_Store
0,15939,61,0,500,11992,1732,1776,2569,2057,453,10921,Relogio
5535,9781,656,0,1203,4678,4441,5650,5191,556,3064,7161,Chrome
0,17157,0,0,738,988,648,14783,1725,2269,390,12773,Musica
0,12614,0,0,886,1410,8071,2247,520,1141,321,10632,Internet
11121,8319,8,0,6560,11341,1229,318,3288,2102,366,13692,Mensagem
0,14756,0,0,11,809,2228,11708,3110,666,712,10268,Calculadora
0,20586,0,0,13476,5678,925,507,376,6605,513,13092,Radio
0,16250,0,0,5570,9022,1033,625,170,3454,873,11753,S_Planner
2937,6877,6926,0,4331,5084,6841,484,3650,1661,622,10807,Galaxy_Store
11527,8125,46,0,6013,11288,1793,604,5027,600,332,13739,Mensagem
1371,19352,298,0,12676,4991,2014,1340,3029,3228,511,14253,Ferramentas
0,17125,0,0,347,12518,2063,2197,3574,2181,387,10983,Relogio
0,19872,0,0,1366,11539,2056,4911,1902,2312,241,15417,Gestor_Inteligente
1920,16829,433,0,2516,3594,2858,10214,3244,1502,356,14080,S_Health
0,15982,0,0,61,2396,1018,12507,3158,1361,365,11098,Definicoes
5156,10138,702,0,2908,4845,3353,4890,3648,846,3228,8274,Chrome
20,4193,13727,0,1532,763,12387,3258,2766,979,233,13962,Video
0,17685,0,0,763,1043,684,15195,2163,2258,469,12795,Musica
0,17440,507,0,3641,6729,3797,3780,1778,4121,872,11176,Camara
0,15312,0,0,1393,1209,10253,2457,877,3320,398,10717,Internet
7269,11635,0,0,1110,7736,2977,7081,4537,1427,399,12541,Galeria
11017,7018,313,0,3146,8352,5966,884,5850,708,744,11046,Contactos
0,15093,0,0,195,1655,1796,11447,2828,1520,1554,9191,Telefone
774,13912,2828,0,4950,9733,2122,709,831,4308,1354,11021,Email
0,15675,3,0,483,1381,416,13398,1481,2129,364,11704,S_Voice
0,14577,0,0,212,2110,995,11260,2114,1436,373,10654,Definicoes
120,4800,13848,0,2606,1469,12920,1773,2713,2376,250,13429,Video
0,14577,0,0,11,1772,1545,11249,2219,1833,867,9658,Calculadora
0,14637,0,0,205,1748,1274,11410,549,2440,442,11206,S_Voice
2747,6555,6658,0,7432,6907,1621,0,0,4635,516,10809,Galaxy_Store
0,16637,0,0,754,764,968,14151,2470,1623,303,12241,Musica
0,16161,477,0,2225,6656,3191,4566,3792,1398,996,10452,Camara
0,12810,0,0,627,2191,8628,1364,719,1666,276,10149,Internet
10235,7764,30,0,8316,9031,547,135,1250,3456,255,13068,Mensagem
6787,9695,0,0,1185,7189,1707,6401,2909,1264,418,11891,Galeria
10375,4769,314,0,1446,7179,5960,873,4131,234,1298,9795,Contactos
44,14386,0,0,154,1550,1413,11313,3666,663,2608,7493,Telefone
433,13122,3070,0,5050,7102,2289,2184,2146,2536,1196,10747,Email
0,18084,0,0,11833,1324,2799,2128,2245,2486,381,12972,Radio
5383,8204,691,0,1025,5614,3096,4543,3585,820,2925,6948,Chrome
0,17420,0,0,3696,7571,1190,4963,1129,1502,240,14549,Gestor_Inteligente
0,17136,0,0,6131,7160,2455,1390,1887,2968,822,11459,S_Planner
0,16958,0,0,584,10916,2090,3368,4290,1632,385,10651,Relogio
1288,19967,481,0,13071,2380,4193,2092,5595,1654,616,13871,Ferramentas
1654,17343,43,0,2111,4175,2983,9771,3849,1292,370,13529,S_Health
0,15730,0,0,442,10649,2197,2442,3944,1003,352,10431,Relogio
0,17010,0,0,6587,5489,3192,1742,3041,1968,776,11225,S_Planner
2926,6693,6157,0,7749,6466,1559,2,100,4570,483,10623,Galaxy_Store
0,19458,0,0,4576,8350,1418,5114,1368,3501,248,14341,Gestor_Inteligente
0,17820,0,0,11301,2237,1805,2477,1925,2490,607,12798,Radio
1647,17413,120,0,3059,4533,2814,8774,3280,2090,370,13440,S_Health
5438,8074,524,0,1728,4675,3066,4567,3517,762,2854,6903,Chrome
537,13810,2889,0,5857,7137,2374,1868,1888,3640,1224,10484,Email
0,15152,457,0,1636,7895,2939,3139,2311,1989,1084,10225,Camara
10595,6677,18,0,8434,8644,157,55,331,3579,273,13107,Mensagem
0,5932,13668,0,1594,1601,13764,2641,4356,1610,227,13407,Video
24,13260,0,0,0,1031,1280,10973,3214,141,3348,6581,Telefone
6643,8918,0,0,1113,6779,1601,6068,2572,800,416,11773,Galeria
10399,4043,135,0,1559,7224,5057,737,3377,250,2002,8948,Contactos
0,13447,0,0,368,2390,9104,1585,1359,1825,306,9957,Internet
1454,18742,536,0,14662,3366,1765,939,3403,2349,612,14368,Ferramentas
0,16500,0,0,585,713,1431,13771,2726,1348,292,12134,Musica
0,15860,0,0,192,2449,1577,11642,819,3566,441,11034,S_Voice
0,14430,0,0,0,1400,1952,11078,2289,1835,897,9409,Calculadora
0,14145,0,0,138,2053,910,11044,1999,1370,384,10392,Definicoes
