H1,H2,H3,H4,S1,S2,S3,S4,V1,V2,V3,V4,LabelName
0,14625,0,0,26,8746,1870,3983,537,3351,197,10540,Gestor_Inteligente
0,12412,0,0,86,1307,1744,9275,1241,2298,878,7995,Calculadora
3830,7633,1191,0,2138,4199,1999,4318,2695,1853,2512,5594,Chrome
0,12320,0,0,189,1024,772,10335,1087,1545,327,9361,S_Voice
8448,6018,42,0,5336,7790,1014,368,2513,996,434,10565,Mensagem
5508,8891,0,0,1329,4913,2038,6119,3263,860,427,9849,Galeria
8346,2503,275,0,1330,7446,1950,398,1347,376,1015,8386,Contactos
21,11424,0,0,41,1318,565,9521,1634,1102,2294,6415,Telefone
0,17136,0,0,714,9583,2095,4744,1236,3565,232,12103,Gestor_Inteligente
0,12656,0,0,403,785,456,11012,853,1448,264,10091,Musica
0,3605,11020,0,1117,669,8040,4799,2430,1060,219,10916,Video
1180,14576,120,0,995,3011,2207,9663,4158,488,421,10809,S_Health
0,11693,407,0,1433,5927,1676,3064,1356,1147,752,8845,Camara
150,10878,2766,0,2687,7643,1631,1833,1501,2467,1248,8578,Email
0,11970,0,0,31,1842,295,9802,1772,940,359,8899,Definicoes
0,11115,0,0,454,1427,5184,4050,1149,1431,231,8304,Internet
930,15183,397,0,5187,6834,2556,1933,3283,1738,433,11056,Ferramentas
1787,5235,5958,0,3190,4725,4804,261,1019,2885,545,8531,Galaxy_Store
0,15473,271,0,7802,5216,1402,1324,749,3296,1101,10598,Radio
0,12792,0,0,230,9141,862,2559,2393,1145,324,8930,Relogio
0,15125,0,0,4048,9656,864,557,199,4796,740,9390,S_Planner
0,12426,0,0,700,259,196,11271,1759,524,200,9943,Musica
0,13431,0,0,1723,270,125,11313,3666,592,376,8797,Definicoes
261,11620,0,0,134,607,1337,9803,2889,149,682,8161,Calculadora
2384,4640,6900,0,3077,1993,6592,2262,3948,789,274,8913,Galaxy_Store
0,15990,0,0,7768,1261,1481,5480,3518,471,247,11754,Gestor_Inteligente
2,14641,973,0,10619,1158,2645,1194,4071,491,428,10626,Radio
0,12765,0,0,463,745,457,11100,2704,464,294,9303,S_Voice
0,2396,12124,0,1153,206,6313,6848,2614,538,344,11024,Video
737,9564,2575,0,7612,1270,2377,1617,2757,306,436,9377,Email
1457,14068,96,0,1864,3056,1632,9069,3885,312,224,11200,S_Health
4924,7187,997,0,775,2950,3693,5690,4631,333,2319,5825,Chrome
0,13562,63,0,9157,1951,1389,1128,3137,370,631,9487,S_Planner
0,13259,51,0,8444,938,1270,2658,3620,368,372,8950,Relogio
1211,14332,1485,0,10857,1474,2303,2394,5021,297,282,11428,Ferramentas
354,12984,0,0,435,708,767,11428,4340,166,1584,7248,Telefone
9219,4362,1035,0,2089,2649,7323,2555,4607,427,321,9261,Contactos
6106,7925,5,0,1191,5318,444,7083,3036,516,366,10118,Galeria
10298,4929,271,0,4742,8184,1149,1423,3783,292,386,11037,Mensagem
0,12402,0,0,1728,689,6836,3149,2800,692,291,8619,Internet
0,11613,707,0,4773,2878,1077,3592,2261,371,639,9049,Camara
9545,3010,1353,0,2289,2930,6954,1735,3789,484,212,9423,Contactos
0,12312,0,0,1918,240,210,9944,2355,655,322,8980,Definicoes
0,12543,0,0,851,180,145,11367,1431,668,265,10179,Musica
359,12745,0,0,697,251,1607,10549,4030,211,689,8174,Telefone
364,11840,0,0,281,740,715,10468,3064,160,456,8524,Calculadora
0,12656,0,0,826,585,594,10651,2534,439,288,9395,S_Voice
0,11855,1369,0,7190,1567,1881,2586,3065,428,450,9281,Camara
0,11760,0,0,2035,4003,4255,1467,2076,713,265,8706,Internet
0,14231,1644,0,10974,3656,978,267,4665,418,310,10482,Radio
1578,13722,1860,0,11471,2162,2430,1097,4806,481,289,11584,Ferramentas
0,13465,160,0,9017,1503,1469,1636,3658,406,448,9113,Relogio
0,13022,778,0,10190,2685,665,260,3052,490,552,9706,S_Planner
0,16624,17,0,8392,1218,1922,5109,3940,560,284,11857,Gestor_Inteligente
0,3320,12924,0,1195,1073,9913,4063,4314,592,354,10984,Video
2546,4082,7708,0,3469,2576,5818,2473,4057,955,324,9000,Galaxy_Store
1229,13102,68,0,3403,2830,1354,6812,2244,318,182,11655,S_Health
4975,7106,1375,0,929,3382,4223,4922,4841,397,687,7531,Chrome
919,9302,3345,0,8232,2365,2355,614,3250,352,247,9717,Email
10941,3676,635,0,4973,7897,975,1407,3395,415,253,11189,Mensagem
6173,6747,60,0,2374,4302,766,5538,2024,490,292,10174,Galeria
0,14399,0,0,918,231,158,13092,2458,1150,300,10491,Musica
0,13566,0,0,1982,301,156,11127,3082,903,440,9141,Definicoes
2296,4994,7101,0,3481,5521,3991,1398,3744,1025,363,9259,Galaxy_Store
0,15240,0,0,9796,2867,2402,175,2742,1906,450,10142,S_Planner
0,13407,0,0,9056,933,1616,1802,2641,1007,398,9361,Relogio
972,16541,175,0,12157,784,2858,1889,4635,784,306,11963,Ferramentas
1243,15359,166,0,4372,2646,1895,7855,3822,634,279,12033,S_Health
4593,7553,1309,0,2972,2922,2457,5104,3899,1027,569,7960,Chrome
0,13160,520,0,6991,2088,2167,2434,2722,806,329,9823,Camara
0,11448,0,0,2365,4576,2263,2244,1188,1024,349,8887,Internet
9887,6192,685,0,8922,5109,1684,1049,4498,454,359,11453,Mensagem
4904,8315,2,0,5981,909,782,5549,1884,491,346,10500,Galeria
9707,4178,963,0,2310,7370,3674,1494,4463,442,312,9631,Contactos
34,13886,0,0,744,233,966,11977,4549,231,510,8630,Telefone
0,12508,35,0,1088,454,372,10629,1872,632,313,9726,S_Voice
10,12188,0,0,383,497,857,10461,2661,315,370,8852,Calculadora
0,2592,12283,0,1454,8493,1920,3008,2501,714,404,11256,Video
0,15034,216,0,10976,2109,1791,374,2187,1912,233,10918,Radio
566,11999,2645,0,8693,3201,1894,1422,3733,1233,330,9914,Email
0,17822,0,0,8573,934,2372,5943,3969,1232,412,12209,Gestor_Inteligente
0,15113,0,0,9230,4140,1476,267,707,3812,585,10009,S_Planner
19,14141,0,0,413,950,1148,11649,4506,791,831,8032,Telefone
9114,4860,910,0,2369,6830,4150,1535,4906,398,433,9147,Contactos
0,11736,468,0,4736,3457,1148,2863,1674,752,376,9402,Camara
0,14012,0,0,8432,1409,1454,2717,3272,948,422,9370,Relogio
970,16782,318,0,11391,2710,2394,1575,4382,1501,469,11718,Ferramentas
255,12812,2805,0,8090,3619,2675,1488,3654,2063,423,9732,Email
4645,6880,1579,0,2495,4216,2604,3789,4317,448,764,7575,Chrome
1381,13386,108,0,2051,2765,2130,7929,2876,410,251,11338,S_Health
9572,4633,427,0,5028,7383,1194,1027,3024,292,507,10809,Mensagem
5519,7786,5,0,5354,1139,784,6033,2325,531,390,10064,Galeria
0,16000,0,0,10399,2602,1415,1584,2601,2369,307,10723,Radio
0,11024,0,0,637,326,283,9778,480,359,171,10014,Musica
0,11655,0,0,1663,1739,6271,1982,1526,1113,318,8698,Internet
0,13338,0,0,471,720,1042,11105,2707,843,246,9542,S_Voice
0,12992,0,0,103,643,1947,10299,3105,849,391,8647,Calculadora
0,3040,12832,0,1286,4021,6847,3718,3662,818,374,11018,Video
0,17810,0,0,7667,1472,3223,5448,3659,1703,401,12047,Gestor_Inteligente
0,12420,0,0,1702,387,133,10198,2168,783,362,9107,Definicoes
1793,5241,7474,0,3461,5058,5208,781,3070,1904,352,9182,Galaxy_Store
1409,15081,394,0,11451,881,1889,2663,4223,427,212,12022,Ferramentas
32,13072,0,0,474,595,956,11079,4409,396,460,7839,Telefone
8568,4546,680,0,2064,6196,3492,2042,4590,256,330,8618,Contactos
5359,8540,9,0,5312,791,881,6924,3464,613,314,9517,Galeria
9188,5977,460,0,6097,6928,1454,1146,4808,267,136,10414,Mensagem
0,14260,0,0,1694,522,7600,4444,4184,1314,355,8407,Internet
0,12930,526,0,4523,3200,1216,4517,3181,812,379,9084,Camara
0,14400,0,0,687,644,933,12136,3018,1114,325,9943,Musica
7,11549,0,0,163,526,910,9957,2367,170,335,8684,Calculadora
0,4437,11435,0,1108,4491,7165,3108,3587,1276,391,10618,Video
4538,7362,1095,0,2457,1673,3115,5750,4499,211,729,7556,Chrome
1260,13083,53,0,2354,2621,950,8471,2360,507,166,11363,S_Health
0,16000,256,0,10675,563,1979,3039,4240,798,334,10884,Radio
499,11323,2803,0,7999,1418,1841,3367,3605,690,419,9911,Email
0,14995,5,0,10082,2496,1441,981,1256,2759,589,10396,S_Planner
1943,4699,7218,0,3433,6742,3203,482,1248,2590,265,9757,Galaxy_Store
0,13986,26,0,9282,602,1260,2868,3228,713,383,9688,Relogio
0,12870,0,0,495,729,871,10775,1751,1280,342,9497,S_Voice
0,12980,0,0,1834,267,382,10497,2228,1028,468,9256,Definicoes
0,17550,0,0,9242,1159,2458,4691,1791,2198,760,12801,Gestor_Inteligente
0,17689,0,0,8901,801,2992,4995,2656,1920,236,12877,Gestor_Inteligente
2087,5695,7346,0,3757,8148,2834,389,1726,3328,246,9828,Galaxy_Store
1375,14027,98,0,2348,2667,1036,9449,3385,472,167,11476,S_Health
3,14031,474,0,4595,2666,1922,5325,3919,1000,372,9217,Camara
0,12096,0,0,1740,631,6510,3215,2070,1194,336,8496,Internet
9470,5707,323,0,6449,6792,1202,1057,4506,266,174,10554,Mensagem
0,4449,11553,0,1146,4602,6809,3445,3701,1180,381,10740,Video
0,12650,0,0,1862,260,201,10327,1819,1052,446,9333,Definicoes
5482,7828,10,0,5587,704,893,6136,2817,525,312,9666,Galeria
8729,3448,588,0,2086,6409,2893,1377,3431,251,316,8767,Contactos
0,13108,0,0,586,580,698,11244,1756,1424,310,9618,S_Voice
0,12543,0,0,171,501,1388,10483,3276,172,304,8791,Calculadora
0,14755,1,0,10174,1980,1732,870,1673,2030,602,10451,S_Planner
0,15594,15,0,9393,617,1634,3965,4597,894,357,9761,Relogio
0,16292,348,0,10764,767,2349,2760,4552,802,327,10959,Radio
517,11451,2788,0,8088,1525,1858,3285,3641,696,376,10043,Email
1351,16016,553,0,11537,1118,2558,2707,5163,432,225,12100,Ferramentas
43,14207,0,0,535,475,610,12630,5463,391,408,7988,Telefone
4538,7307,1151,0,2519,1864,4361,4252,4421,226,604,7745,Chrome
0,13570,0,0,723,812,923,11112,1847,1368,307,10048,Musica
4602,7270,1004,0,2512,2024,3981,4359,4272,222,609,7773,Chrome
0,12544,0,0,172,514,1227,10631,3065,358,281,8840,Calculadora
0,16245,265,0,10566,747,2582,2615,4311,1109,347,10743,Radio
473,11020,2767,0,7941,1467,1488,3364,3084,941,381,9854,Email
0,13685,0,0,743,1075,747,11120,1758,1341,276,10310,Musica
6,13262,518,0,4908,2704,1935,4239,3060,907,349,9470,Camara
0,11772,0,0,1764,674,7442,1892,1689,1120,282,8681,Internet
0,15875,0,0,8812,1054,1477,4532,958,2148,392,12377,Gestor_Inteligente
23,12517,0,0,538,409,451,11142,3407,351,432,8350,Telefone
9744,5556,438,0,6570,6731,1273,1164,4160,295,182,11101,Mensagem
5700,9062,0,0,5658,812,1321,6971,3621,665,327,10149,Galeria
9071,4373,834,0,2273,6607,3597,1801,4478,276,322,9202,Contactos
1359,13877,136,0,2420,2665,973,9314,3157,516,165,11534,S_Health
0,12540,0,0,578,611,601,10750,1008,1544,335,9653,S_Voice
0,2653,12472,0,1300,4665,6797,2363,2284,1437,386,11018,Video
0,12654,0,0,1826,266,228,10334,1958,1077,447,9172,Definicoes
1481,16444,435,0,11401,1018,3191,2750,5799,449,207,11905,Ferramentas
0,14582,10,0,9023,603,1536,3430,4001,864,337,9390,Relogio
0,14396,0,0,9818,2087,1400,1091,1201,2559,536,10100,S_Planner
1925,5274,6787,0,3422,7456,2699,409,2188,2113,259,9426,Galaxy_Store
1,11549,0,0,642,290,1022,9596,2570,296,355,8329,Telefone
1751,5178,7113,0,3045,4235,5775,987,3450,1413,221,8958,Galaxy_Store
0,16000,0,0,8316,743,1669,5272,2328,1434,238,12000,Gestor_Inteligente
0,12091,0,0,1763,248,152,9928,1846,911,475,8859,Definicoes
1186,13706,733,0,2892,2949,1309,8475,2932,1332,179,11182,S_Health
0,13522,514,0,5212,2342,2665,3817,2198,2141,409,9288,Camara
0,14520,0,0,732,210,560,13018,2056,1997,355,10112,Musica
3712,7380,1451,0,2850,2813,2178,4702,2924,1060,744,7815,Chrome
0,11556,0,0,1796,1854,6148,1758,795,1818,375,8568,Internet
1318,16490,381,0,11438,538,2935,3278,5164,1344,218,11463,Ferramentas
0,13144,0,0,502,689,578,11375,1870,1525,348,9401,S_Voice
0,13327,7,0,8674,764,1577,2319,2645,1232,505,8952,Relogio
0,4074,11293,0,1136,4363,6060,3808,3176,982,477,10732,Video
0,13108,0,0,179,671,1795,10463,2939,1255,322,8592,Calculadora
0,12423,7,0,9244,1569,1026,591,73,2203,590,9564,S_Planner
256,10259,2819,0,7690,2358,2029,1257,1273,2142,429,9490,Email
0,14980,20,0,10211,2152,1290,1347,983,3278,340,10399,Radio
9445,4479,460,0,8839,4015,1035,495,2953,360,131,10940,Mensagem
5573,8341,1,0,5730,644,1317,6224,2621,997,295,10002,Galeria
8765,3623,1043,0,2080,7926,2342,1083,3701,359,155,9216,Contactos
0,13071,27,0,8902,520,1189,2487,2848,662,334,9254,Relogio
1871,4638,6946,0,3271,6338,3235,611,1923,2070,234,9228,Galaxy_Store
1349,14867,164,0,2744,2432,1177,10027,4261,554,153,11412,S_Health
4391,7131,1246,0,2658,2554,3437,4119,4220,238,572,7738,Chrome
0,15730,0,0,8359,828,1717,4826,1700,1705,211,12114,Gestor_Inteligente
0,2751,12489,0,1199,4935,6005,3101,2621,1253,425,10941,Video
0,14872,3,0,755,642,2244,11234,2763,1509,326,10277,Musica
0,13338,0,0,187,548,1365,11238,3553,715,293,8777,Calculadora
0,12535,0,0,505,568,786,10676,1242,1387,335,9571,S_Voice
1262,14893,485,0,11503,1277,2376,1484,4178,532,217,11713,Ferramentas
0,12870,0,0,1808,258,168,10636,2310,1027,445,9088,Definicoes
9,12189,0,0,615,373,483,10727,2989,389,414,8406,Telefone
9016,3089,887,0,2177,7018,2596,1201,3107,331,253,9301,Contactos
5861,8415,4,0,5903,720,1377,6280,3113,669,301,10197,Galeria
9708,5638,505,0,7804,5343,1697,1007,4261,294,174,11122,Mensagem
0,11340,0,0,1805,1097,6616,1822,1207,1079,340,8714,Internet
0,13977,541,0,5053,2809,2387,4269,2928,1773,395,9422,Camara
277,10974,2885,0,7846,1970,1876,2444,2312,1725,347,9752,Email
0,15671,449,0,10465,2217,2530,908,2378,2762,373,10607,Radio
0,14388,11,0,9600,2720,1049,1030,756,3193,589,9861,S_Planner
5336,8088,7,0,5377,820,914,6320,3060,620,287,9464,Galeria
0,13447,0,0,1701,1515,6400,3831,3503,1353,396,8195,Internet
0,11825,495,0,4919,2221,1709,3471,1642,1469,372,8837,Camara
0,13711,95,0,703,1174,1469,10460,2289,1560,321,9636,Musica
0,11984,0,0,604,704,440,10236,1033,1548,364,9039,S_Voice
1231,12941,108,0,2543,2294,934,8509,2797,597,167,10719,S_Health
0,2435,11351,0,1091,4730,4964,3001,2214,964,390,10218,Video
0,11445,0,0,181,559,1166,9539,2084,774,285,8302,Calculadora
0,15625,0,0,7880,758,2159,4828,2051,1906,221,11447,Gestor_Inteligente
0,12644,0,0,1719,247,158,10520,2643,921,464,8616,Definicoes
115,10544,2911,0,7447,2183,1984,1956,2144,1829,349,9248,Email
0,14444,431,0,10191,2006,1725,953,1407,2721,466,10281,Radio
4054,7324,1278,0,2486,2599,3506,4065,4597,231,555,7273,Chrome
1712,3807,6572,0,3053,5282,3142,614,1344,1775,213,8759,Galaxy_Store
0,12995,1,0,9118,2333,819,726,508,2546,550,9392,S_Planner
0,13873,15,0,8455,699,1225,3509,3892,858,336,8802,Relogio
1185,14930,510,0,10775,1757,2790,1303,4735,654,182,11054,Ferramentas
51,11499,0,0,593,395,779,9783,2878,419,365,7888,Telefone
8376,2743,758,0,2001,7146,1857,873,2620,359,195,8703,Contactos
8559,3471,433,0,6450,4775,613,625,2026,176,108,10153,Mensagem
0,12867,467,0,4603,2489,1796,4446,2433,1937,398,8566,Camara
0,16766,4,0,8093,863,2464,5350,2712,2228,272,11558,Gestor_Inteligente
0,2411,10981,0,1057,4564,5641,2130,2129,1045,414,9804,Video
0,13310,0,0,466,583,1154,11107,2510,1569,325,8906,S_Voice
0,11544,0,0,169,496,1450,9429,2526,571,323,8124,Calculadora
0,11342,0,0,1645,1097,5792,2808,1759,1254,405,7924,Internet
1258,13344,158,0,2651,2070,1050,8989,3516,594,168,10482,S_Health
143,10280,2887,0,7463,1765,1507,2575,2410,1304,363,9233,Email
0,14816,313,0,9820,1237,2345,1727,2934,1840,337,10018,Radio
69,12474,0,0,559,368,654,10962,4358,346,360,7479,Telefone
7997,3765,778,0,1892,6499,2769,1380,3770,320,209,8241,Contactos
8627,4375,429,0,6697,4565,1312,857,3361,213,113,9744,Mensagem
0,13542,0,0,653,342,1762,10785,2442,1443,356,9301,Musica
1661,5403,7093,0,3201,7477,2952,527,2358,2698,208,8893,Galaxy_Store
5030,7733,6,0,5219,589,963,5998,2900,612,312,8945,Galeria
0,13515,15,0,8577,581,1316,3056,3515,749,359,8907,Relogio
1171,15248,472,0,10816,1099,3026,1950,5170,528,182,11011,Ferramentas
0,12084,0,0,1714,246,246,9878,2068,954,482,8580,Definicoes
0,14363,12,0,9272,2384,1665,1054,1279,3010,562,9524,S_Planner
4004,6879,1217,0,2421,2794,3033,3852,4202,219,552,7127,Chrome
0,13910,13,0,9386,1967,1697,873,1251,2489,529,9654,S_Planner
0,12827,25,0,8666,559,912,2715,2756,764,331,9001,Relogio
113,10340,2978,0,7480,1454,1152,3345,2896,875,352,9308,Email
1303,15140,453,0,10777,803,2690,2626,5176,453,216,11051,Ferramentas
0,15983,17,0,8587,846,2193,4374,1670,1924,706,11700,Gestor_Inteligente
0,10800,0,0,1619,1216,6028,1937,1690,994,297,7819,Internet
0,12084,0,0,1724,298,459,9603,1802,1193,462,8627,Definicoes
8652,4414,500,0,6876,4582,1078,1030,3523,237,116,9690,Mensagem
1245,13140,133,0,2400,2363,972,8783,3289,540,190,10499,S_Health
0,3184,11330,0,1036,4147,6689,2642,3048,1276,409,9781,Video
4013,7444,1193,0,2450,2148,4058,3994,4727,198,604,7121,Chrome
0,11655,0,0,166,467,1158,9864,2858,342,283,8172,Calculadora
0,11880,0,0,445,578,757,10100,1110,1523,345,8902,S_Voice
0,12534,462,0,4600,2275,1627,4494,2560,1502,388,8546,Camara
0,11660,0,0,650,600,637,9773,978,1056,327,9299,Musica
4960,7909,1,0,5072,539,1213,6046,3057,604,295,8914,Galeria
0,13632,288,0,9888,405,1349,2278,2556,931,343,10090,Radio
7965,2597,548,0,1834,5873,2295,1108,2425,280,242,8163,Contactos
69,10931,0,0,532,371,485,9612,2924,317,340,7419,Telefone
1708,5381,7071,0,3173,7585,2983,419,1862,3073,250,8975,Galaxy_Store
0,9405,0,0,1591,651,5656,1507,784,743,295,7583,Internet
0,12519,0,0,652,578,951,10338,1945,1157,365,9052,Musica
0,2772,9993,0,1021,3095,6093,2556,1798,991,412,9564,Video
0,11550,0,0,151,471,1234,9694,2888,186,279,8197,Calculadora
0,12654,0,0,570,484,791,10809,1864,1544,318,8928,S_Voice
0,16000,0,0,8616,678,1813,4893,1631,1732,311,12326,Gestor_Inteligente
0,15051,309,0,10151,626,2630,1953,3867,834,319,10340,Radio
232,11007,2918,0,7679,1570,1990,2918,3345,931,343,9538,Email
0,14944,32,0,9871,1887,2274,944,1561,2705,617,10093,S_Planner
0,15228,18,0,9169,500,1409,4168,4769,595,381,9501,Relogio
1349,14399,466,0,10990,1459,1297,2468,4266,394,222,11332,Ferramentas
1601,4387,7452,0,3305,7148,2621,366,723,3007,272,9438,Galaxy_Store
1246,13228,167,0,2419,2454,1482,8286,3216,754,187,10484,S_Health
4056,7298,1189,0,2439,1765,4307,4032,4638,210,570,7125,Chrome
0,12180,0,0,1788,254,587,9551,1375,1471,428,8906,Definicoes
44,10874,0,0,486,352,320,9760,3098,353,363,7104,Telefone
7569,3682,581,0,1814,5953,2432,1633,3619,198,308,7707,Contactos
4620,8034,2,0,4809,785,907,6155,3272,607,281,8496,Galeria
8068,6043,651,0,6866,4857,1932,1107,5244,204,119,9195,Mensagem
0,12100,443,0,4213,2555,1466,4309,2576,1232,373,8362,Camara
0,12321,0,0,156,505,1010,10650,3414,176,317,8414,Calculadora
1326,13658,141,0,2314,3108,1187,8516,3388,672,172,10893,S_Health
527,11343,2872,0,8136,1711,2040,2855,3278,1025,334,10105,Email
0,16539,361,0,10802,1056,2758,2284,4876,728,305,10991,Radio
69,10821,0,0,436,239,189,10026,3423,91,425,6951,Telefone
7443,4048,593,0,1890,5824,2751,1619,3964,191,348,7581,Contactos
7876,4891,433,0,7282,4085,863,970,3783,205,109,9103,Mensagem
0,10918,0,0,1553,539,5935,2891,1717,962,441,7798,Internet
0,12903,435,0,4052,2803,1302,5181,3267,1228,357,8486,Camara
0,11440,0,0,634,213,248,10345,1072,842,347,9179,Musica
0,13908,0,0,479,607,1390,11432,2665,1726,337,9180,S_Voice
1368,14861,535,0,11675,703,1996,2390,4081,394,228,12061,Ferramentas
4326,7216,1112,0,2459,1937,3930,4328,4497,192,574,7391,Chrome
0,15993,7,0,11381,2000,1702,917,1252,2226,874,11648,S_Planner
0,3274,10173,0,1016,2511,6544,3376,2331,1000,435,9681,Video
0,12980,0,0,1888,254,815,10023,1609,1574,435,9362,Definicoes
0,15943,17,0,9867,485,1153,4455,4752,550,416,10242,Relogio
4396,7814,0,0,4670,744,938,5858,2918,611,268,8413,Galeria
0,18487,0,0,9354,1190,2388,5555,2609,2151,244,13483,Gestor_Inteligente
1701,5728,8015,0,3668,7938,3291,547,1137,3653,360,10294,Galaxy_Store
0,12081,3,0,8637,1925,932,590,282,2395,523,8884,S_Planner
1253,14845,402,0,10568,815,3144,1973,4435,1280,182,10603,Ferramentas
12,11532,0,0,623,329,1076,9516,2756,459,291,8038,Telefone
0,12880,0,0,1759,2463,5495,3163,2604,1787,353,8136,Internet
0,13570,0,0,707,726,1023,11114,2119,1539,317,9595,Musica
0,12430,0,0,511,695,1093,10131,1369,1847,395,8819,S_Voice
8722,2768,718,0,2010,7725,1484,989,2868,332,137,8871,Contactos
0,12091,0,0,1679,228,157,10027,2322,1032,465,8272,Definicoes
3962,6846,1180,0,2484,2635,2942,3927,4005,333,462,7188,Chrome
5424,8028,0,0,5507,926,772,6247,2861,704,304,9583,Galeria
0,12544,451,0,5187,2266,1607,3935,2048,1735,380,8832,Camara
0,12312,0,0,8040,598,1217,2457,2596,1070,305,8341,Relogio
83,9533,2814,0,7260,2249,1096,1825,1478,1712,301,8939,Email
0,14868,7,0,9674,1919,1900,1382,1370,3265,349,9891,Radio
1194,13304,118,0,2774,2120,999,8723,3414,584,171,10447,S_Health
9082,3771,251,0,7241,4308,752,803,2172,342,125,10465,Mensagem
0,2449,11357,0,1106,5960,3794,2946,2140,1099,423,10144,Video
0,10300,0,0,207,740,808,8545,1037,934,247,8082,Calculadora
0,14884,0,0,7489,748,2302,4345,1685,2214,204,10781,Gestor_Inteligente
1741,4754,6273,0,2997,6278,2928,565,1935,2383,192,8258,Galaxy_Store
0,14040,0,0,245,560,1783,11452,3672,538,287,9543,Calculadora
0,2183,13433,0,1316,6515,5546,2239,1674,1480,496,11966,Video
0,15240,0,0,689,602,1256,12693,2132,2348,359,10401,S_Voice
0,15369,6,0,10673,2831,963,908,806,3008,614,10947,S_Planner
0,16764,0,0,9819,1161,2317,3467,4784,1391,415,10174,Relogio
0,15250,0,0,856,744,1358,12292,2232,1483,345,11190,Musica
0,15412,578,0,5643,2514,2278,5555,4324,998,357,10311,Camara
0,13452,0,0,1987,1482,7470,2513,2066,1630,320,9436,Internet
10631,6888,412,0,8683,6206,1865,1177,5263,333,245,12090,Mensagem
1506,15446,208,0,2999,2415,1464,10282,3901,525,193,12541,S_Health
695,12566,2864,0,8665,2054,2263,3143,3683,1388,318,10736,Email
6173,9956,0,0,6243,1041,1144,7701,3941,763,354,11071,Galeria
35,13771,0,0,633,565,684,11924,3739,554,394,9119,Telefone
0,17276,412,0,11560,1558,2827,1743,3548,2099,339,11702,Radio
0,17160,0,0,9393,1059,1501,5207,1293,2092,225,13550,Gestor_Inteligente
2160,5195,7493,0,3935,7880,2585,448,1363,2904,308,10273,Galaxy_Store
1601,15980,371,0,12851,994,2686,1421,4233,521,220,12978,Ferramentas
9880,4588,782,0,2364,7450,3794,1642,4553,343,237,10117,Contactos
4947,7741,1235,0,2931,2332,3999,4661,4576,246,542,8559,Chrome
0,14136,0,0,1996,275,232,11633,2571,1236,413,9916,Definicoes
6137,9612,1,0,6195,856,1277,7422,3612,740,362,11036,Galeria
1,14398,605,0,5622,2633,1900,4849,3544,824,363,10273,Camara
2091,6422,7723,0,3897,9034,2869,436,2035,3656,281,10264,Galaxy_Store
0,16048,0,0,9844,967,1388,3849,4230,1189,418,10211,Relogio
0,14632,0,0,834,699,1156,11943,1835,1304,327,11166,Musica
0,14152,0,0,2017,263,301,11571,2543,1226,446,9937,Definicoes
9627,3043,785,0,2396,7386,2555,1118,2824,308,227,10096,Contactos
4,15109,0,0,640,736,1230,12507,4761,826,430,9096,Telefone
0,3422,13870,0,1308,6856,6532,2596,2930,1879,501,11982,Video
0,14040,0,0,698,630,921,11791,1209,2087,361,10383,S_Voice
0,13452,0,0,254,564,1439,11195,3099,504,265,9584,Calculadora
1642,17369,447,0,12824,1078,3886,1670,5709,533,214,13002,Ferramentas
10431,5950,494,0,8632,6083,1148,1012,4191,337,228,12119,Mensagem
1491,15208,197,0,3077,2417,1505,9897,3647,509,150,12590,S_Health
0,13570,0,0,2018,1624,7541,2387,2083,1725,333,9429,Internet
0,15746,4,0,10652,2705,1335,1058,1126,3079,613,10932,S_Planner
0,17554,393,0,11546,1738,2868,1795,3648,2272,341,11686,Radio
662,12484,2883,0,8650,2071,2035,3273,3561,1415,355,10698,Email
4886,7960,1315,0,2974,2480,4084,4623,4817,269,533,8542,Chrome
0,18760,0,0,9421,1163,2483,5693,2305,2646,250,13559,Gestor_Inteligente
0,15093,0,0,0,1694,1021,12378,3211,1118,668,10096,Definicoes
0,4967,11929,0,41,2438,5677,8740,2901,1374,309,12312,Video
0,15616,0,0,0,128,3306,12182,5040,543,9138,895,Calculadora
0,19734,0,0,89,9830,3473,6342,4598,1148,410,13578,Gestor_Inteligente
1583,7299,7502,0,1110,8209,6760,305,3086,2616,1552,9130,Galaxy_Store
0,15996,0,0,1,12410,2034,1551,1432,2610,840,11114,S_Planner
0,15960,0,0,0,10509,1770,3681,3957,1071,511,10421,Relogio
982,18408,350,0,3087,11456,1118,4079,4320,887,1812,12721,Ferramentas
5902,9848,0,0,1090,5424,1978,7258,3876,586,3908,7380,Galeria
0,14756,0,0,0,376,1818,12562,2348,1094,894,10420,S_Voice
4303,8815,1402,0,1018,3634,3467,6401,4848,766,6191,2715,Chrome
1428,16364,24,0,497,3434,2665,11220,4274,456,3018,10068,S_Health
0,12731,3269,0,1456,9253,1737,3554,3523,873,3448,8156,Email
0,17108,44,0,11,12141,1839,3161,2503,2044,397,12208,Radio
80,14682,0,0,0,646,1930,12186,4885,434,8554,889,Telefone
9072,4152,576,0,976,6502,4604,1718,3349,185,8591,1675,Contactos
9088,7660,151,0,3289,11757,1290,563,4168,500,8296,3935,Mensagem
0,13924,0,0,0,1641,4993,7290,2867,1110,456,9491,Internet
0,14889,363,0,0,7525,1908,5819,3594,815,1887,8956,Camara
0,16002,0,0,0,816,974,14212,2910,1277,532,11283,Musica
0,13176,0,0,1797,1819,6517,3043,1912,2345,351,8568,Internet
